id,name,location_id/id
location_gbj_997,R0688,__export__.stock_location_996
location_gbj_998,R0689,__export__.stock_location_996
location_gbj_999,R0690,__export__.stock_location_996
location_gbj_1000,R0691,__export__.stock_location_996
location_gbj_1001,R0692,__export__.stock_location_996
location_gbj_1002,R0693,__export__.stock_location_996
location_gbj_1003,R0694,__export__.stock_location_996
location_gbj_1004,R0695,__export__.stock_location_996
location_gbj_1005,R0696,__export__.stock_location_996
location_gbj_1006,R0697,__export__.stock_location_996
location_gbj_1007,R0698,__export__.stock_location_996
location_gbj_1008,R0699,__export__.stock_location_996
location_gbj_1009,R.07,__export__.stock_location_996
location_gbj_1010,R0700,__export__.stock_location_996
location_gbj_1011,R0701,__export__.stock_location_996
location_gbj_1012,R0702,__export__.stock_location_996
location_gbj_1013,R0703,__export__.stock_location_996
location_gbj_1014,R0704,__export__.stock_location_996
location_gbj_1015,R0705,__export__.stock_location_996
location_gbj_1016,R0706,__export__.stock_location_996
location_gbj_1017,R0707,__export__.stock_location_996
location_gbj_1018,R0708,__export__.stock_location_996
location_gbj_1019,R0709,__export__.stock_location_996
location_gbj_1020,R0710,__export__.stock_location_996
location_gbj_1021,R0711,__export__.stock_location_996
location_gbj_1022,R0712,__export__.stock_location_996
location_gbj_1023,R0713,__export__.stock_location_996
location_gbj_1024,R0714,__export__.stock_location_996
location_gbj_1025,R0715,__export__.stock_location_996
location_gbj_1026,R0716,__export__.stock_location_996
location_gbj_1027,R0717,__export__.stock_location_996
location_gbj_1028,R0718,__export__.stock_location_996
location_gbj_1029,R0719,__export__.stock_location_996
location_gbj_1030,R0720,__export__.stock_location_996
location_gbj_1031,R0721,__export__.stock_location_996
location_gbj_1032,R0722,__export__.stock_location_996
location_gbj_1033,R0723,__export__.stock_location_996
location_gbj_1034,R0724,__export__.stock_location_996
location_gbj_1035,R0725,__export__.stock_location_996
location_gbj_1036,R0726,__export__.stock_location_996
location_gbj_1037,R0727,__export__.stock_location_996
location_gbj_1038,R0728,__export__.stock_location_996
location_gbj_1039,R0729,__export__.stock_location_996
location_gbj_1040,R0730,__export__.stock_location_996
location_gbj_1041,R0731,__export__.stock_location_996
location_gbj_1042,R0732,__export__.stock_location_996
location_gbj_1043,R0733,__export__.stock_location_996
location_gbj_1044,R0734,__export__.stock_location_996
location_gbj_1045,R0735,__export__.stock_location_996
location_gbj_1046,R0736,__export__.stock_location_996
location_gbj_1047,R0737,__export__.stock_location_996
location_gbj_1048,R0738,__export__.stock_location_996
location_gbj_1049,R0739,__export__.stock_location_996
location_gbj_1050,R0740,__export__.stock_location_996
location_gbj_1051,R0741,__export__.stock_location_996
location_gbj_1052,R0742,__export__.stock_location_996
location_gbj_1053,R0743,__export__.stock_location_996
location_gbj_1054,R0744,__export__.stock_location_996
location_gbj_1055,R0745,__export__.stock_location_996
location_gbj_1056,R0746,__export__.stock_location_996
location_gbj_1057,R0747,__export__.stock_location_996
location_gbj_1058,R0748,__export__.stock_location_996
location_gbj_1059,R0749,__export__.stock_location_996
location_gbj_1060,R0750,__export__.stock_location_996
location_gbj_1061,R0751,__export__.stock_location_996
location_gbj_1062,R0752,__export__.stock_location_996
location_gbj_1063,R0753,__export__.stock_location_996
location_gbj_1064,R0754,__export__.stock_location_996
location_gbj_1065,R0755,__export__.stock_location_996
location_gbj_1066,R0756,__export__.stock_location_996
location_gbj_1067,R0757,__export__.stock_location_996
location_gbj_1068,R0758,__export__.stock_location_996
location_gbj_1069,R0759,__export__.stock_location_996
location_gbj_1070,R0760,__export__.stock_location_996
location_gbj_1071,R0761,__export__.stock_location_996
location_gbj_1072,R0762,__export__.stock_location_996
location_gbj_1073,R0763,__export__.stock_location_996
location_gbj_1074,R0764,__export__.stock_location_996
location_gbj_1075,R0765,__export__.stock_location_996
location_gbj_1076,R0766,__export__.stock_location_996
location_gbj_1077,R0767,__export__.stock_location_996
location_gbj_1078,R0768,__export__.stock_location_996
location_gbj_1079,R0769,__export__.stock_location_996
location_gbj_1080,R0770,__export__.stock_location_996
location_gbj_1081,R0771,__export__.stock_location_996
location_gbj_1082,R0772,__export__.stock_location_996
location_gbj_1083,R0773,__export__.stock_location_996
location_gbj_1084,R0774,__export__.stock_location_996
location_gbj_1085,R0775,__export__.stock_location_996
location_gbj_1086,R0776,__export__.stock_location_996
location_gbj_1087,R0777,__export__.stock_location_996
location_gbj_1088,R0778,__export__.stock_location_996
location_gbj_1089,R0779,__export__.stock_location_996
location_gbj_1090,R0780,__export__.stock_location_996
location_gbj_1091,R0781,__export__.stock_location_996
location_gbj_1092,R0782,__export__.stock_location_996
