id,name,location_id/id
location_gbj_499,R0195,__export__.stock_location_996
location_gbj_500,R0196,__export__.stock_location_996
location_gbj_501,R0197,__export__.stock_location_996
location_gbj_502,R0198,__export__.stock_location_996
location_gbj_503,R0199,__export__.stock_location_996
location_gbj_504,R.02,__export__.stock_location_996
location_gbj_505,R0200,__export__.stock_location_996
location_gbj_506,R0201,__export__.stock_location_996
location_gbj_507,R0202,__export__.stock_location_996
location_gbj_508,R0203,__export__.stock_location_996
location_gbj_509,R0204,__export__.stock_location_996
location_gbj_510,R0205,__export__.stock_location_996
location_gbj_511,R0206,__export__.stock_location_996
location_gbj_512,R0207,__export__.stock_location_996
location_gbj_513,R0208,__export__.stock_location_996
location_gbj_514,R0209,__export__.stock_location_996
location_gbj_515,R0210,__export__.stock_location_996
location_gbj_516,R0211,__export__.stock_location_996
location_gbj_517,R0212,__export__.stock_location_996
location_gbj_518,R0213,__export__.stock_location_996
location_gbj_519,R0214,__export__.stock_location_996
location_gbj_520,R0215,__export__.stock_location_996
location_gbj_521,R0216,__export__.stock_location_996
location_gbj_522,R0217,__export__.stock_location_996
location_gbj_523,R0218,__export__.stock_location_996
location_gbj_524,R0219,__export__.stock_location_996
location_gbj_525,R0220,__export__.stock_location_996
location_gbj_526,R0221,__export__.stock_location_996
location_gbj_527,R0222,__export__.stock_location_996
location_gbj_528,R0223,__export__.stock_location_996
location_gbj_529,R0224,__export__.stock_location_996
location_gbj_530,R0225,__export__.stock_location_996
location_gbj_531,R0226,__export__.stock_location_996
location_gbj_532,R0227,__export__.stock_location_996
location_gbj_533,R0228,__export__.stock_location_996
location_gbj_534,R0229,__export__.stock_location_996
location_gbj_535,R0230,__export__.stock_location_996
location_gbj_536,R0231,__export__.stock_location_996
location_gbj_537,R0232,__export__.stock_location_996
location_gbj_538,R0233,__export__.stock_location_996
location_gbj_539,R0234,__export__.stock_location_996
location_gbj_540,R0235,__export__.stock_location_996
location_gbj_541,R0236,__export__.stock_location_996
location_gbj_542,R0237,__export__.stock_location_996
location_gbj_543,R0238,__export__.stock_location_996
location_gbj_544,R0239,__export__.stock_location_996
location_gbj_545,R0240,__export__.stock_location_996
location_gbj_546,R0241,__export__.stock_location_996
location_gbj_547,R0242,__export__.stock_location_996
location_gbj_548,R0243,__export__.stock_location_996
location_gbj_549,R0244,__export__.stock_location_996
location_gbj_550,R0245,__export__.stock_location_996
location_gbj_551,R0246,__export__.stock_location_996
location_gbj_552,R0247,__export__.stock_location_996
location_gbj_553,R0248,__export__.stock_location_996
location_gbj_554,R0249,__export__.stock_location_996
location_gbj_555,R0250,__export__.stock_location_996
location_gbj_556,R0251,__export__.stock_location_996
location_gbj_557,R0252,__export__.stock_location_996
location_gbj_558,R0253,__export__.stock_location_996
location_gbj_559,R0254,__export__.stock_location_996
location_gbj_560,R0255,__export__.stock_location_996
location_gbj_561,R0256,__export__.stock_location_996
location_gbj_562,R0257,__export__.stock_location_996
location_gbj_563,R0258,__export__.stock_location_996
location_gbj_564,R0259,__export__.stock_location_996
location_gbj_565,R0260,__export__.stock_location_996
location_gbj_566,R0261,__export__.stock_location_996
location_gbj_567,R0262,__export__.stock_location_996
location_gbj_568,R0263,__export__.stock_location_996
location_gbj_569,R0264,__export__.stock_location_996
location_gbj_570,R0265,__export__.stock_location_996
location_gbj_571,R0266,__export__.stock_location_996
location_gbj_572,R0267,__export__.stock_location_996
location_gbj_573,R0268,__export__.stock_location_996
location_gbj_574,R0269,__export__.stock_location_996
location_gbj_575,R0270,__export__.stock_location_996
location_gbj_576,R0271,__export__.stock_location_996
location_gbj_577,R0272,__export__.stock_location_996
location_gbj_578,R0273,__export__.stock_location_996
location_gbj_579,R0274,__export__.stock_location_996
location_gbj_580,R0275,__export__.stock_location_996
location_gbj_581,R0276,__export__.stock_location_996
location_gbj_582,R0277,__export__.stock_location_996
location_gbj_583,R0278,__export__.stock_location_996
location_gbj_584,R0279,__export__.stock_location_996
location_gbj_585,R0280,__export__.stock_location_996
location_gbj_586,R0281,__export__.stock_location_996
location_gbj_587,R0282,__export__.stock_location_996
location_gbj_588,R0283,__export__.stock_location_996
location_gbj_589,R0284,__export__.stock_location_996
location_gbj_590,R0285,__export__.stock_location_996
location_gbj_591,R0286,__export__.stock_location_996
location_gbj_592,R0287,__export__.stock_location_996
location_gbj_593,R0288,__export__.stock_location_996
location_gbj_594,R0289,__export__.stock_location_996
location_gbj_595,R0290,__export__.stock_location_996
location_gbj_596,R0291,__export__.stock_location_996
location_gbj_597,R0292,__export__.stock_location_996
location_gbj_598,R0293,__export__.stock_location_996
location_gbj_599,R0294,__export__.stock_location_996
location_gbj_600,R0295,__export__.stock_location_996
location_gbj_601,R0296,__export__.stock_location_996
location_gbj_602,R0297,__export__.stock_location_996
location_gbj_603,R0298,__export__.stock_location_996
location_gbj_604,R0299,__export__.stock_location_996
location_gbj_605,R.03,__export__.stock_location_996
location_gbj_606,R0300,__export__.stock_location_996
location_gbj_607,R0301,__export__.stock_location_996
location_gbj_608,R0302,__export__.stock_location_996
location_gbj_609,R0303,__export__.stock_location_996
location_gbj_610,R0304,__export__.stock_location_996
location_gbj_611,R0305,__export__.stock_location_996
location_gbj_612,R0306,__export__.stock_location_996
location_gbj_613,R0307,__export__.stock_location_996
location_gbj_614,R0308,__export__.stock_location_996
location_gbj_615,R0309,__export__.stock_location_996
location_gbj_616,R0310,__export__.stock_location_996
location_gbj_617,R0311,__export__.stock_location_996
location_gbj_618,R0312,__export__.stock_location_996
location_gbj_619,R0313,__export__.stock_location_996
location_gbj_620,R0314,__export__.stock_location_996
location_gbj_621,R0315,__export__.stock_location_996
location_gbj_622,R0316,__export__.stock_location_996
location_gbj_623,R0317,__export__.stock_location_996
location_gbj_624,R0318,__export__.stock_location_996
location_gbj_625,R0319,__export__.stock_location_996
location_gbj_626,R0320,__export__.stock_location_996
location_gbj_627,R0321,__export__.stock_location_996
location_gbj_628,R0322,__export__.stock_location_996
location_gbj_629,R0323,__export__.stock_location_996
location_gbj_630,R0324,__export__.stock_location_996
location_gbj_631,R0325,__export__.stock_location_996
location_gbj_632,R0326,__export__.stock_location_996
location_gbj_633,R0327,__export__.stock_location_996
location_gbj_634,R0328,__export__.stock_location_996
location_gbj_635,R0329,__export__.stock_location_996
location_gbj_636,R0330,__export__.stock_location_996
location_gbj_637,R0331,__export__.stock_location_996
location_gbj_638,R0332,__export__.stock_location_996
location_gbj_639,R0333,__export__.stock_location_996
location_gbj_640,R0334,__export__.stock_location_996
location_gbj_641,R0335,__export__.stock_location_996
location_gbj_642,R0336,__export__.stock_location_996
